49.0	0
51.0	6.4
51.0	9.59401
52.0	11.52
52.0	12.8
53.0	13.7143
53.0	14.3656
54.0	14.9333
54.0	15.36
55.0	15.7091
55.0	16
56.0	16.2462
56.0	16.4571
57.0	16.64
57.0	16.8
58.0	16.9412
58.0	17.0667
59.0	17.2225
59.0	17.3552
60.0	17.4434
60.0	17.5236
60.0	17.6516
61.0	17.7522
61.0	17.8452
62.0	17.9312
62.0	18.0111
63.0	18.0855
63.0	18.155
64.0	18.2199
64.0	18.2808
65.0	18.338
65.0	18.3918
66.0	18.4426
66.0	18.4905
67.0	18.5359
67.0	18.5788
68.0	18.6196
68.0	18.6583
69.0	18.6951
69.0	18.7302
70.0	19.7415
70.0	19.441
71.0	19.3044
71.0	19.278
72.0	19.2529
73.0	19.2242
73.0	19.212
74.0	19.1773
74.0	19.1518
75.0	19.1242
75.0	19.101
76.0	19.0757
76.0	19.0474
77.0	19.0253
77.0	18.989
78.0	18.9751
78.0	18.9272
79.0	18.8839
79.0	18.8592
80.0	18.7653
80.0	18.7657
81.0	18.7294
81.0	18.6579
82.0	18.6694
82.0	18.6809
83.0	18.7275
83.0	18.7387
84.0	18.75
84.0	18.7613
85.0	18.7726
85.0	18.7839
86.0	18.7952
86.0	18.8065
87.0	18.8179
87.0	18.8292
88.0	18.8406
88.0	18.852
88.0	18.8634
89.0	18.8748
89.0	18.8862
90.0	19.199
90.0	19.2337
91.0	19.4057
91.0	19.4667
92.0	19.5281
92.0	19.5935
93.0	19.652
93.0	19.7145
94.0	19.7372
94.0	19.7988
94.0	19.8629
95.0	19.9231
95.0	19.9841
96.0	20.0403
96.0	20.1005
97.0	20.1763
97.0	20.1883
98.0	20.2511
98.0	20.3144
99.0	20.378
99.0	20.4421
100.0	20.5833
100.0	20.5833
100.0	20.6367
101.0	20.6897
102.0	20.6024
102.0	20.6024
102.0	20.6897
103.0	20.6897
103.0	20.6897
104.0	20.6897
104.0	20.6897
105.0	20.6897
105.0	20.6897
106.0	20.6897
106.0	20.6897
107.0	20.6897
107.0	20.6897
107.0	20.6897
108.0	20.6776
108.0	20.6776
109.0	20.6776
109.0	20.6776
110.0	20.6776
110.0	20.6776
111.0	20.6776
111.0	20.6776
112.0	20.6776
112.0	20.6776
113.0	20.6776
113.0	20.7156
113.0	20.7416
114.0	20.7677
114.0	20.7939
115.0	20.8201
115.0	20.8482
116.0	20.8762
116.0	20.8787
117.0	20.8904
117.0	20.8341
118.0	20.7633
118.0	20.418
119.0	20.2601
120.0	20.2056
120.0	20.2309
120.0	20.2563
121.0	20.2079
121.0	20.3292
122.0	20.3549
122.0	20.296
123.0	20.3216
123.0	20.2844
124.0	20.2987
124.0	20.3139
125.0	20.331
125.0	20.3566
125.0	20.3824
126.0	20.3705
126.0	20.3257
127.0	20.3428
127.0	20.3685
128.0	20.4062
128.0	20.3367
129.0	20.2793
129.0	20.3167
130.0	20.3424
130.0	20.2935
131.0	20.3191
131.0	20.3447
131.0	20.3704
132.0	20.3962
132.0	20.422
133.0	20.4014
133.0	20.3166
134.0	20.3197
134.0	20.2854
135.0	20.2928
135.0	20.2164
136.0	20.1172
136.0	20.1346
137.0	20.1757
137.0	20.2222
138.0	20.2227
138.0	20.6462
138.0	20.7534
139.0	20.7811
139.0	20.867
140.0	20.8702
140.0	20.8733
141.0	20.9535
141.0	20.936
141.0	20.9339
142.0	20.9318
142.0	20.9296
143.0	20.9928
144.0	20.723
144.0	20.6573
144.0	20.6752
145.0	20.681
145.0	20.6969
146.0	20.6105
146.0	20.6411
147.0	20.6528
147.0	20.6524
148.0	20.7447
148.0	20.8459
148.0	20.9358
149.0	20.9277
149.0	20.932
150.0	20.9233
150.0	20.9067
151.0	20.9044
151.0	20.9034
152.0	20.6598
152.0	20.6639
153.0	20.6499
153.0	20.6808
154.0	20.6819
154.0	20.7209
155.0	20.7175
155.0	20.8001
155.0	20.9002
156.0	20.9013
156.0	20.9003
157.0	20.9409
157.0	21.0319
158.0	20.6656
158.0	20.6973
159.0	20.6973
159.0	20.6973
160.0	20.6973
160.0	20.6974
161.0	20.6985
161.0	20.7086
161.0	20.7159
162.0	20.7232
162.0	20.7305
163.0	20.7347
163.0	21.023
164.0	21.1085
164.0	21.1314
