28.0	0.372360
28.0	0.833940
29.0	1.295520
29.0	1.757100
29.0	2.218680
30.0	2.680250
30.0	3.141830
30.0	3.603410
30.0	4.064990
30.0	4.526570
30.0	4.988150
31.0	5.449700
31.0	5.911300
31.0	6.372900
36.0	6.834500
36.0	7.296000
36.0	7.757600
36.0	8.219200
37.0	8.680800
38.0	9.142400
38.0	9.142400
38.0	9.603900
39.0	9.603900
39.0	9.603900
39.0	10.065500
39.0	10.065500
40.0	10.065500
40.0	10.065500
40.0	10.527100
40.0	10.988700
40.0	11.450200
41.0	11.450200
41.0	11.450200
41.0	11.450200
41.0	11.911800
41.0	12.373400
42.0	12.373400
42.0	12.835000
42.0	13.296600
42.0	13.758100
44.0	14.219700
45.0	14.681300
45.0	15.142900
45.0	15.604400
46.0	16.066000
46.0	16.527600
46.0	16.989200
46.0	17.450800
47.0	17.912300
47.0	18.373900
47.0	18.835500
48.0	19.297100
48.0	18.835500
49.0	18.835500
49.0	18.835500
49.0	18.835500
49.0	19.297100
49.0	19.758700
49.0	20.220200
50.0	20.681800
50.0	20.681800
50.0	20.681800
50.0	20.681800
50.0	20.681800
51.0	20.220200
51.0	20.220200
51.0	20.220200
53.0	20.220200
53.0	20.681800
53.0	21.143400
53.0	21.605000
54.0	22.066500
54.0	22.528100
55.0	22.989700
55.0	23.451300
56.0	23.912900
56.0	24.374400
56.0	24.836000
56.0	25.297600
57.0	23.912900
57.0	24.374400
57.0	24.836000
58.0	24.374400
58.0	24.374400
59.0	24.374400
59.0	24.374400
59.0	24.374400
60.0	23.912900
60.0	23.912900
61.0	22.528100
61.0	22.528100
61.0	22.989700
62.0	21.605000
62.0	21.605000
63.0	20.681800
63.0	21.143400
63.0	21.605000
64.0	22.066500
64.0	22.528100
65.0	21.605000
65.0	22.066500
65.0	22.066500
66.0	22.528100
66.0	22.989700
67.0	21.605000
67.0	22.066500
68.0	20.681800
68.0	21.143400
68.0	21.605000
69.0	21.605000
69.0	21.605000
70.0	19.758700
70.0	19.758700
70.0	19.758700
71.0	18.835500
71.0	18.835500
72.0	18.373900
