13.0	0.461578
13.0	0.923157
13.0	1.38474
13.0	1.84631
13.0	2.30789
13.0	2.76947
13.0	3.23105
14.0	3.69263
14.0	4.15421
14.0	4.61578
21.0	5.07736
21.0	5.53894
21.0	6.00052
21.0	6.4621
21.0	6.92368
21.0	7.38525
21.0	7.84683
21.0	8.30841
22.0	8.76999
22.0	9.23157
22.0	9.69315
22.0	10.1547
22.0	10.6163
22.0	11.0779
22.0	11.5395
22.0	12.001
22.0	12.4626
22.0	12.9242
22.0	13.3858
22.0	13.8474
29.0	14.3089
29.0	14.7705
29.0	15.2321
29.0	15.6937
29.0	16.1552
29.0	16.6168
29.0	17.0784
30.0	17.54
30.0	18.0016
30.0	18.4631
30.0	18.9247
30.0	19.3863
30.0	19.8479
30.0	20.3094
30.0	20.771
30.0	21.2326
30.0	21.6942
30.0	22.1558
30.0	22.6173
30.0	23.0789
30.0	23.5405
31.0	24.0021
31.0	24.4637
31.0	24.9252
31.0	25.3868
31.0	25.8484
31.0	26.31
31.0	26.7715
31.0	27.2331
31.0	27.6947
31.0	28.1563
31.0	28.6179
31.0	29.0794
32.0	29.541
32.0	30.0026
32.0	30.4642
32.0	30.9258
32.0	31.3873
32.0	31.8489
32.0	32.3105
37.0	28.1563
37.0	28.6179
37.0	29.0794
38.0	29.541
38.0	30.0026
38.0	30.4642
38.0	30.9258
38.0	31.3873
38.0	31.8489
38.0	32.3105
38.0	32.7721
38.0	33.2336
38.0	33.6952
38.0	34.1568
38.0	34.6184
38.0	35.08
39.0	35.5415
39.0	36.0031
39.0	36.4647
39.0	36.9263
39.0	37.3878
39.0	37.8494
39.0	38.311
39.0	38.7726
39.0	39.2342
39.0	39.6957
39.0	40.1573
39.0	40.6189
39.0	41.0805
39.0	41.5421
40.0	42.0036
40.0	42.4652
40.0	42.9268
40.0	43.3884
40.0	43.8499
40.0	44.3115
40.0	44.7731
40.0	45.2347
40.0	45.6963
40.0	46.1578
40.0	46.6194
40.0	47.081
40.0	47.5426
41.0	48.0042
41.0	48.4657
41.0	48.9273
41.0	49.3889
41.0	49.8505
41.0	50.312
41.0	50.7736
41.0	50.7736
41.0	50.7736
41.0	50.7736
41.0	49.3889
41.0	49.3889
42.0	49.3889
42.0	49.3889
42.0	49.3889
42.0	49.3889
42.0	48.9273
42.0	49.3889
42.0	48.9273
42.0	49.3889
42.0	48.9273
42.0	48.9273
42.0	49.3889
42.0	49.3889
46.0	49.8505
46.0	50.312
46.0	50.7736
46.0	51.2352
46.0	51.6968
46.0	52.1584
46.0	52.6199
46.0	53.0815
47.0	53.5431
47.0	54.0047
47.0	54.4662
47.0	54.9278
47.0	55.3894
47.0	55.851
47.0	56.3126
47.0	56.7741
48.0	57.2357
48.0	57.6973
48.0	58.1589
48.0	58.6205
48.0	59.082
48.0	59.5436
48.0	60.0052
48.0	60.4668
48.0	60.9283
48.0	61.3899
48.0	61.8515
48.0	62.3131
49.0	62.7747
49.0	63.2362
49.0	60.9283
50.0	60.9283
50.0	61.3899
50.0	61.3899
50.0	61.8515
50.0	62.3131
50.0	62.7747
50.0	63.2362
50.0	63.6978
50.0	64.1594
50.0	64.1594
50.0	64.1594
50.0	63.6978
50.0	64.1594
50.0	64.621
50.0	64.621
50.0	65.0826
50.0	65.0826
50.0	64.621
50.0	64.1594
50.0	63.6978
50.0	64.1594
51.0	64.1594
51.0	64.1594
51.0	63.6978
51.0	64.1594
51.0	64.1594
51.0	63.6978
51.0	63.6978
51.0	63.2362
51.0	63.2362
51.0	63.2362
51.0	63.6978
51.0	64.1594
51.0	64.621
51.0	64.621
52.0	65.0826
55.0	62.3131
55.0	62.7747
55.0	63.2362
55.0	63.6978
55.0	64.1594
55.0	64.621
55.0	65.0826
55.0	65.5441
56.0	66.0057
56.0	66.4673
56.0	66.9289
56.0	67.3904
56.0	67.852
56.0	68.3136
56.0	68.7752
56.0	69.2368
57.0	69.6983
57.0	70.1599
57.0	70.6215
57.0	71.0831
57.0	71.5446
57.0	72.0062
57.0	72.4678
57.0	72.9294
57.0	73.391
57.0	73.8525
57.0	74.3141
57.0	74.3141
57.0	74.3141
58.0	74.3141
59.0	68.7752
59.0	69.2368
59.0	69.6983
